Date,Open,High,Low,Close,Adj Close,Volume,Name
2020-01-02,152.4199981689453,155.10000610351562,151.60000610351562,155.10000610351562,152.806884765625,3027600,FDX
2020-01-03,152.5,153.33999633789062,151.83999633789062,153.17999267578125,150.91525268554688,2216500,FDX
2020-01-06,151.25,153.5500030517578,150.1699981689453,153.3000030517578,151.03347778320312,2389700,FDX
2020-01-07,153.36000061035156,155.22000122070312,152.33999633789062,154.8000030517578,152.5113067626953,2140100,FDX
2020-01-08,154.57000732421875,157.75,153.92999267578125,157.1300048828125,154.80685424804688,3053200,FDX
2020-01-09,157.9499969482422,158.30999755859375,156.58999633789062,158.0500030517578,155.7132568359375,2240200,FDX
2020-01-10,158.07000732421875,158.42999267578125,156.13999938964844,156.6300048828125,154.3142547607422,2449600,FDX
2020-01-13,156.72000122070312,159.52999877929688,156.7100067138672,159.27999877929688,156.92506408691406,1985300,FDX
2020-01-14,159.14999389648438,164.5,158.6199951171875,162.1300048828125,159.73291015625,5076600,FDX
2020-01-15,163.02000427246094,163.02000427246094,158.6699981689453,159.14999389648438,156.79698181152344,2971800,FDX
2020-01-16,160.58999633789062,161.47000122070312,158.83999633789062,159.5399932861328,157.18121337890625,2343700,FDX
2020-01-17,159.38999938964844,161.17999267578125,158.55999755859375,159.97999572753906,157.6147003173828,1846100,FDX
2020-01-21,159.10000610351562,159.16000366210938,156.80999755859375,157.52999877929688,155.20094299316406,2460400,FDX
2020-01-22,157.49000549316406,158.85000610351562,155.47000122070312,155.5399932861328,153.2403564453125,1911100,FDX
2020-01-23,155.0,155.33999633789062,152.72999572753906,154.8800048828125,152.59011840820312,2059100,FDX
2020-01-24,155.63999938964844,155.63999938964844,152.30999755859375,154.07000732421875,151.79209899902344,1973600,FDX
2020-01-27,150.11000061035156,150.17999267578125,147.50999450683594,148.49000549316406,146.29458618164062,3368400,FDX
2020-01-28,149.75,149.9499969482422,147.11000061035156,148.39999389648438,146.20591735839844,2190000,FDX
2020-01-29,149.16000366210938,150.07000732421875,147.91000366210938,148.05999755859375,145.87095642089844,2521600,FDX
2020-01-30,146.0,148.39999389648438,143.36000061035156,148.25999450683594,146.0679931640625,3380200,FDX
2020-01-31,147.10000610351562,147.2899932861328,143.58999633789062,144.63999938964844,142.5015106201172,3286200,FDX
2020-02-03,145.5,147.39999389648438,143.60000610351562,143.83999633789062,141.71334838867188,1988400,FDX
2020-02-04,146.3699951171875,148.24000549316406,146.0,147.50999450683594,145.32908630371094,2573700,FDX
2020-02-05,149.5,150.85000610351562,148.82000732421875,149.9499969482422,147.73300170898438,2013700,FDX
2020-02-06,151.3800048828125,151.3800048828125,148.49000549316406,148.6300048828125,146.43252563476562,1706800,FDX
2020-02-07,147.3000030517578,157.44000244140625,146.4199981689453,155.66000366210938,153.35858154296875,6532600,FDX
2020-02-10,158.8000030517578,160.2899932861328,156.1999969482422,156.77999877929688,154.46202087402344,3948600,FDX
2020-02-11,158.27000427246094,159.55999755859375,156.8699951171875,158.0,155.6639862060547,2016800,FDX
2020-02-12,159.1999969482422,159.80999755859375,157.22999572753906,158.50999450683594,156.16644287109375,1607500,FDX
2020-02-13,157.7899932861328,161.8300018310547,156.47999572753906,161.47000122070312,159.08270263671875,2624400,FDX
2020-02-14,160.4600067138672,161.2899932861328,158.0,158.6199951171875,156.2748260498047,1679000,FDX
2020-02-18,159.30999755859375,160.91000366210938,156.38999938964844,158.57000732421875,156.22557067871094,1924000,FDX
2020-02-19,159.0,161.69000244140625,158.8300018310547,161.13999938964844,158.757568359375,1699300,FDX
2020-02-20,161.07000732421875,165.25,159.5,164.91000366210938,162.47181701660156,2602500,FDX
2020-02-21,163.25999450683594,164.13999938964844,161.69000244140625,163.25,160.83636474609375,1645300,FDX
2020-02-24,156.25999450683594,157.72000122070312,152.6199951171875,154.85000610351562,152.56057739257812,3116300,FDX
2020-02-25,155.66000366210938,155.8000030517578,144.80999755859375,145.60000610351562,143.4473419189453,4223800,FDX
2020-02-26,147.4199981689453,149.38999938964844,143.55999755859375,144.52999877929688,142.3931427001953,2766300,FDX
2020-02-27,140.75999450683594,145.49000549316406,136.47999572753906,138.75999450683594,136.70843505859375,3535000,FDX
2020-02-28,135.0,141.1999969482422,134.05999755859375,141.1699981689453,139.08282470703125,4395600,FDX
2020-01-02,117.68000030517578,117.97000122070312,115.2300033569336,116.79000091552734,113.03010559082031,4158100,UPS
2020-01-03,114.97000122070312,116.86000061035156,114.83999633789062,116.72000122070312,112.96236419677734,2477800,UPS
2020-01-06,115.44999694824219,116.2300033569336,114.37000274658203,116.19999694824219,112.45909881591797,3381600,UPS
2020-01-07,115.86000061035156,116.44000244140625,115.06999969482422,116.0,112.26553344726562,1952300,UPS
2020-01-08,115.37999725341797,117.55999755859375,115.31999969482422,116.66000366210938,112.90428924560547,2016000,UPS
